"id","country","publication_date","source","source_type","headline"
3092,"Hungary","2015-08-24","Magyar Hirlap","Print","Tehetetlen a brüsszeli bürokrácia"
3093,"Germany","2004-12-07","Frankfurter Rundschau","Print","Körperverletzung   ;
36-Jähriger erleidet Stichwunde am Rücken"
3094,"Germany","2015-08-14","Welt Online","Online","Mittelmeer-Einsatz;
Bundeswehr erstellt Personenprofile von Flüchtlingen"
3095,"Poland","2004-06-30","Gazeta Wyborcza","Print","Praca w Wielkiej Brytanii"
3096,"Spain","2009-02-08","ABC","Print","Intenso fin de semana en Suiza Rajoy, en busca del voto emigrante"
3097,"Romania","2015-09-09","Evenimentul Zilei","Print","Klaus Iohannis s-a grăbit să aunţe că primim doar 1.700 de imigranţi . Liderii de la Bruxelles vor trimite mai mulţi refugiaţi în România. FOTO: Presa franceză prezintă harta detaliată cu cotele stabilite de Comisia Europeană pentru fiecare ţară"
3098,"Romania","2017-06-11","Ziarul Financiar","Print","Cehia nu va mai accepta refugiaţi , deşi face parte din sistemul UE de cote obligatorii"
3099,"UK","2010-04-30","Metro","Print","Immigration: Does anyone have a leg to stand on?;
Leaders' debate 3: The I-word prompts angriest clashes"
3100,"Spain","2006-05-01","El Pais","Print","MODOU DIOP / Senegales, 25 anos Por honor, no puedo volver con menos de lo que
tenia"
3101,"UK","2008-11-12","The Guardian","Print","National: 200,000 jobs barred to non-European migrants"
3102,"Germany","2017-02-14","taz","Print","Syrische Familie rechtswidrig abgeschoben;
MIGRATION Eine syrische Familie ist aus der Region Hannover nach Bulgarien
abgeschoben worden. Zu Unrecht, sagt ein Gericht. Der Flüchtlingsrat fordert
Niedersachsens Innenminister Pistorius auf, die Familie zurückzuholen. Die
Behörde sieht sich aber im Recht"
3103,"Sweden","2015-12-07","Aftonbladet","Print","Ska vi släcka ljuset för dem som är i nöd?"
3104,"Germany","2004-02-25","taz","Print","Türkischer Realismus;
eu-beitritt"
3105,"Germany","2016-08-12","taz","Print","LeserInnenbriefe;
taz.die tageszeitung | Rudi-Duts"
3106,"Spain","2006-05-25","El Pais","Print","Interior adopta medidas de urgencia ante la ola de robos violentos en chales"
3107,"Hungary","2013-04-02","Nepszabadsag","Print","Esküdj a királyra! - Új, szigorúbb követelményeknek kell majd megfelelnie annak, aki állampolgárságért folyamodik"
3108,"Hungary","2016-09-27","Nepszava","Print","Következmények"
3109,"Romania","2017-08-27","Ziarul Financiar","Print","Angela Merkel nu regretă deciziile în materie de imigraţie"
3110,"Germany","2017-07-29","Frankfurter Rundschau","Print","Verwirrung über Anti-Schleuser-Mission"
3111,"Poland","2006-08-25","Rzeczpospolita","Print","Słowaczkę zatrudnię"
3112,"Poland","2007-04-29","Gazeta Wyborcza","Print","Bush o Castro: Panowanie każdego tyrana kończy się"
3113,"UK","2005-01-25","The Guardian","Print","Howard stirs up migrant storm: UN and EU condemn plans as unworkable"
3114,"Hungary","2016-09-15","Magyar Hirlap","Print","Verbális ámokfutás: visszaütött a hazánk elleni provokáció"
3115,"UK","2013-02-28","Daily Mirror","Print","Migrants in crime spree;
ARRESTS"
3116,"Spain","2015-04-02","El Pais","Print","Rajoy cita a 600 cargos para relanzar al PP"
3117,"Germany","2001-05-23","taz","Print","Radfahren für Migrantinnen"
3118,"Sweden","2015-08-30","Svenska Dagbladet","Print","Misstänkta smugglare riskerar fängelsestraff"
3119,"Sweden","2002-09-09","Svenska Dagbladet","Print","Fler unga flyktingar försvinner"
3120,"Sweden","2016-01-11","Expressen","Print","Löfven får id-kritik av Röda korset"
3121,"Sweden","2015-08-21","Aftonbladet","Print","Migrationsministern: Mer resurser till 2016"
3122,"Romania","2009-05-01","Ziarul Financiar","Print","Imigrantii din Est aduc 50 mld. euro la PIB-ul UE"
3123,"UK","2017-09-21","Daily Mirror","Print","Oz refugees head to US;
AROUND THE WORLD"
3124,"Germany","2017-06-15","Welt Online","Online","LKA;
2016 gab es erstmals mehr Kriminalität in MV"
3125,"Germany","2004-06-22","Spiegel Online","Online","Kurzgeschichten aus dem Asylheim - Mehmet"
3126,"UK","2015-04-14","The Guardian","Print","Belfast nail salon hit by 'racist' arson attack;
Lithuanian-owned business extensively damaged in what is believed to be the
latest incident targeting the city's immigrant population"
3127,"Romania","2013-11-16","Romania Libera","Print","The Economist: Marea Britanie se teme de români, dar e invadată de imigranţi spanioli şi italieni"
3128,"Romania","2008-05-16","Ziarul Financiar","Print","Orban: Italia trebuie sa motiveze clar expulzarea imigrantilor"
3129,"Spain","2016-04-15","El Pais","Print","Alemania distribuirá a los refugiados para evitar guetos"
3130,"Romania","2016-08-29","Evenimentul Zilei","Print","Românii continuă să PĂRĂSEASCĂ ţara"
3131,"Spain","2002-05-30","El Pais","Print","FUERTEVENTURA ACOGE A 34 INMIGRANTES EN EL CENTRO QUE SUSTITUIRA A LA VIEJA
TERMINAL"
3132,"Sweden","2007-07-30","Dagens Nyheter","Print","Regeringen får kritik för ny flyktingregel"
3133,"Romania","2016-12-11","Ziarul Financiar","Print","11 cetăţeni din Irak şi Maroc, depistaţi când încercau să iasă ilegal din România"
3134,"Poland","2016-11-07","Rzeczpospolita","Print","W firmach transportowych brakuje 100 tys. kierowców"
3135,"Romania","2016-01-21","Romania Libera","Print","Ministerul de Interne: Plan pentru situații de criză în domeniul imigrației"
3136,"Hungary","2016-10-11","Magyar Hirlap","Print","Líbia nem képes kezelni a menekültválságot"
3137,"UK","2014-01-06","The Daily Telegraph","Print","Robinson: BBC made 'terrible mistake' ignoring immigration concerns"
3138,"Hungary","2017-02-28","Magyar Hirlap","Print","A Frontex továbbra is bírálja a civil szervezetek líbiai tengeri mentőakcióit"
3139,"Romania","2016-02-29","Romania Libera","Print","Ungaria începe construirea unei linii de apărare de-a lungul graniţei cu România"
3140,"Hungary","2015-06-05","Magyar Idök","Print","Néppárti elismerés a magyar gazdaságpolitikának"
3141,"Poland","2015-09-16","Gazeta Wyborcza","Print","„Więcej wiedzy - mniej strachu - uchodźcy w Polsce. Ponad 40 polskich redakcji
we wspólnej akcji informacyjnej"
3142,"UK","2016-11-10","Metro","Print","CANADA'S immigration website crashed as [...];
ELECTION BITES"
3143,"Poland","2015-11-27","Rzeczpospolita","Print","Berliński debiut Waszczykowskiego"
3144,"Sweden","2005-05-24","Dagens Nyheter","Print","Ingen rubrik"
3145,"Sweden","2016-03-29","Dagens Nyheter","Print","Ständigt denna nya myndighet"
3146,"Poland","2006-03-01","Rzeczpospolita","Print","Niech zdecyduje Bruksela"
3147,"Spain","2010-05-06","El Pais","Print","Promesas y recomendaciones"
3148,"Sweden","2017-02-15","Aftonbladet","Print","Skilj på flyktingar och migranter"
3149,"UK","2016-01-30","mirror.co.uk","Online","Refugee crisis: Pregnant woman and children among 40 victims after boat sinks
off Turkish coast;
Almost 40 people drowned - among them children and a pregnant woman - and 75
were rescued after a boat carrying migrants to Greece sank off Turkey's western
coast today"
3150,"Poland","2005-09-02","Gazeta Wyborcza","Print","Nieudolna ewakuacja Luizjany"
3151,"Spain","2006-02-25","El Mundo","Print","Babel en el estadio.
El delegado del Gobierno en Melilla preside el primer equipo de futbol con 21
inmigrantes de diferentes nacionalidades."
3152,"Romania","2009-02-09","Ziarul Financiar","Print","Circa 60.000 de imigranti din Spania isi vor pierde locuintele"
3153,"Spain","2007-11-13","El Pais","Print","Los sondeos auguran otro triunfo liberal en Dinamarca"
3154,"Romania","2011-11-22","Romania Libera","Print","Migranţi afgani, prinşi încercând să fugă în Spaţiul Schengen. Vezi ce au spus anchetatorilor"
3155,"Hungary","2015-07-03","Nepszabadsag","Print","Tízezreket küldenénk el"
3156,"Poland","2017-06-12","Gazeta Wyborcza","Print","Sąd wykorzystał przeciw Trumpowi... jego własny wpis na Twitterze. Dekret
zablokowany"
3157,"Poland","2010-07-20","Rzeczpospolita","Print","Za nielegalne zatrudnienie cudzoziemca grożą grzywny"
3158,"UK","2016-10-28","telegraph.co.uk","Online","Lily Allen says taxi driver refused to drive her and told her to 'find an
immigrant'"
3159,"Romania","2015-11-28","Ziarul Financiar","Print","Olanda urmează să dubleze locurile destinate solicitanţilor de azil"
3160,"Hungary","2017-06-28","Magyar Idök","Print","Csók Eurábiáért"
3161,"Romania","2015-10-14","Ziarul Financiar","Print","Norvegia ar putea aloca miliarde de euro pentru a face faţă numărului suplimentar de solicitanţi de azil"
3162,"Romania","2013-03-17","Romania Libera","Print","IMIGRANŢI . Presa britanică: Pericol moldovean, pe filieră românească"
3163,"Sweden","2002-09-13","Dagens Nyheter","Print","FEM FRÅGOR"
3164,"UK","2015-10-13","telegraph.co.uk","Online","African students and entrepreneurs to be encouraged to migrate to EU;
European leaders will consider proposals to increase legal migration, as part of
response to refugee crisis"
3165,"Poland","2017-10-04","Gazeta Wyborcza","Print","Ukrainka przetrzymana niemal dobę na policji, dwukrotnie rozebrana, zastraszana.
I wypuszczona bez zarzutów"
3166,"Spain","2017-09-11","El Pais","Print","Blair propone dureza contra la inmigración para evitar el Brexit"
3167,"UK","2008-10-27","The Daily Telegraph","Print","Why Hallowe'en gives me a haunted look;
It's not satanism, but the commercialism that frightens the life out of
Cassandra Jardine"
3168,"Hungary","2016-03-14","Magyar Hirlap","Print","Már osztrák példát emleget Faymann a migráció kapcsán"
3169,"Sweden","2014-01-14","Dagens Nyheter","Print","Tortyrdrabbade får asyl"
3170,"Poland","2017-02-23","Gazeta Wyborcza","Print","Węgry: rząd zdecydował o budowie kolejnego płotu na granicy z Serbią"
3171,"Hungary","2015-06-20","Nepszabadsag","Print","Hozzánk szoktak"
3172,"Poland","2007-01-19","Gazeta Wyborcza","Print","Biskupi do Polaków żyjących poza krajem: dawajcie świadectwo wiary"
3173,"Germany","2015-08-07","taz","Print","1.200 in einem Großraum;
Hamburg bringt Flüchtlinge in Messehalle unter"
3174,"Poland","2012-12-31","Gazeta Wyborcza","Print","Era Dutkiewicza. Wrocław powoli traci blask"
3175,"Romania","2014-02-03","Romania Libera","Print","Daily Mail a publicat articole neadevărate despre imigranţii români - membru al Guvernului britanic"
3176,"Poland","2016-03-18","Rzeczpospolita","Print","Minimalny wkład Polski"
3177,"Sweden","2002-12-02","Aftonbladet","Print","Släktingar beslutade om Nadina"
3178,"UK","2015-09-12","Daily Mirror","Print","South Belfast residents top e-petition to back refugees"
3179,"Hungary","2017-06-19","Magyar Hirlap","Print","Népvándorlás Afrikából"
3180,"Hungary","2016-04-12","Nepszava","Print","Vízummentességet kaphat Ukrajna"
3181,"Poland","2017-09-03","Gazeta Wyborcza","Print","Schulz atakuje Polskę i Węgry ws. migracji. Debata przedwyborcza w Niemczech"
3182,"Spain","2008-07-22","ABC","Print","El 41,1% de los incendios forestales en Andalucía se deben a negligencias"
3183,"Romania","2016-02-14","Ziarul Financiar","Print","96 de oameni au solicitat, anul acesta, azil în România"
3184,"Spain","2012-07-08","ABC","Print","Un halo de esperanza"
3185,"Germany","2015-10-21","Welt Online","Online","Allensbach-Umfrage;
Jeder Zweite bescheinigt dem Staat Realitätsverlust"
3186,"Spain","2009-04-30","ABC","Print","Otra vez la emigración"
3187,"Germany","2004-05-15","taz","Print","Die Partei, die hat immer Recht;
In Bremen hat sich ein FDP-naher Verein Liberaler Mittelstand gegründet. Der
ehemalige Bundeswirtschaftsminister Rexrodt überbrachte zur Feier des Tages
deftige Wahlkampfparolen"
3188,"Hungary","2016-11-18","Magyar Hirlap","Print","A német kormány ragaszkodik az elutasított afgán menedékkérők távozásához"
3189,"Hungary","2016-04-14","Magyar Hirlap","Print","Ismét könnygázt vetett be a macedón rendőrség"
3190,"UK","2004-06-09","Daily Mirror","Print","BIG BROTHER: MARCO IS A JOKE AND AN EMBARRASSMENT.. VOTE HIM OUT;
 AND THAT'S FROM HIS MUM!"
3191,"Germany","2014-09-15","Frankfurter Rundschau","Print","AfD setzt sich vorerst fest"
3192,"Germany","2004-08-06","taz","Print","Abkehr von liberalen Traditionen;
VORWÜRFE GEGEN DÄNISCHE SOLDATEN: SELBSTZWEIFEL SIND ANGEBRACHT"
3193,"Poland","2010-09-03","Rzeczpospolita","Print","O posadzie dla obcokrajowca decyduje wojewoda"
3194,"Spain","2014-08-21","ABC","Print","Médicos del alma"
3195,"Spain","2001-12-10","El Pais","Print","INTENSA BUSQUEDA EN CANARIAS DE 7 MAGREBIES DADOS POR DESAPARECIDOS"
3196,"Sweden","2006-08-16","Svenska Dagbladet","Print","Turism bromsar utvandring"
3197,"Spain","2006-11-30","El Pais","Print","El hijo de un emigrante gallego, 'hombre fuerte' del Gabinete"
3198,"Sweden","2007-12-01","Dagens Nyheter","Print","Händelser som skakat Brown"
3199,"Hungary","2016-01-12","Magyar Idök","Print","Amerikai előválasztások: Cruz és Sanders az élen"
3200,"Spain","2006-05-13","El Pais","Print","Bush respalda la reforma de las leyes migratorias tras el acuerdo del Senado"
3201,"Hungary","2017-07-26","Magyar Hirlap","Print","Meghosszabbították az embercsempészek elleni európai missziót"
3202,"Germany","2009-10-31","Frankfurter Rundschau","Print","Eltern bei der Stange halten;
Evangelische Familienbildung feiert ihre Gründung vor 60 Jahren"
3203,"UK","2017-10-24","The Guardian","Print","The Guardian view on universities and Brexit: culture wars;
Chris Heaton-Harris's demand to know who was teaching what on the EU ratchets up
the gap in the post-referendum tribal divide"
3204,"Spain","2007-06-10","ABC","Print","El Líbano pierde otros cuatro soldados al tratar de reducir a los islamistas El
Ejército libanés recurrió de nuevo ayer a su artillería pesada para acabar con
los rebeldes de Fatah al Islam escondidos en el campo de refugiados de Nahr al
Bared"
3205,"Poland","2007-01-11","Gazeta Wyborcza","Print","Od dawna czuję się Polakiem"
3206,"UK","2014-09-17","Daily Mirror","Print","SQUALID LIFE IN MIGRANTS 'SANCTUARY';
ASYLUM SEEKERS PLIGHT PLEA Families' fury at prison-like centres spark
residents' demo"
3207,"Germany","2016-01-21","taz","Print","Agentur: 21 .000 Menschen abgeschoben;
Flüchtlingsausreisen"
3208,"UK","2006-12-19","The Guardian","Print","Bitter fruit: The dark side of the Christmas orange harvest"
3209,"Poland","2004-03-04","Gazeta Wyborcza","Print","Serbowie i Albańczycy rozmawiają o Kosowie"
3210,"Spain","2001-07-06","El Pais","Print","TRILLO ASEGURA QUE LAS BAJAS ENTRE LOS SOLDADOS EMIGRANTES SON LAS ESPERADAS"
3211,"Sweden","2001-06-27","Expressen","Print","Irene kastas ut när som helst ... och här är de som tog beslutet"
3212,"Spain","2005-02-08","El Mundo","Print","La coalicion que lidera el liberal danes Fogh parte como favorita para ganar los
comicios.
La bonanza economica y la severa ley de extranjeria auguran el exito del primer
ministro."
3213,"Hungary","2015-10-19","Magyar Hirlap","Print","Nullára apadt az illegális migráció"
3214,"Poland","2007-05-23","Gazeta Wyborcza","Print","Czy stać Państwa na podwyżkę?"
3215,"UK","2000-04-22","The Guardian","Print","SECTION: Guardian Jobs and Money Pages; Pg. 23"
3216,"UK","2014-05-15","telegraph.co.uk","Online","Little Hannah gets her first taste of immigration red tape;
Trying to get a passport for a baby highlights the absurdities of our passports
system"
3217,"Hungary","2017-01-16","Magyar Hirlap","Print","Naponta mintegy százan próbálnak átjutni a határon"
3218,"Spain","2009-07-06","ABC","Print","La encíclica del Papa aborda «el déficit de ética en las estructuras económicas»
Obama subraya el «extraordinario liderazgo» del Pontífice en defensa de los
países pobres, el medio ambiente y los inmigrantes"
3219,"Romania","2015-11-24","Romania Libera","Print","Directorul SIE, discuții cu parlamentarii despre criza imigranților"
3220,"Sweden","2016-12-09","Expressen","Print","Frige de folkvalda kurdledarna, Erdogan"
3221,"Poland","2016-09-15","Rzeczpospolita","Print","Zagrożona unijna polityka spójności"
3222,"Hungary","2017-05-02","Magyar Hirlap","Print","Tuzson Bence: Az unió megújítását célozza a nemzeti konzultáció"
