"id","country","publication_date","source","source_type","headline"
1350,"UK","2016-06-05","telegraph.co.uk","Online","Nigel Farage accused of 'outrageous blatant scaremongering' after suggesting
migrants could pose sex attack threat to Britain"
1351,"Spain","2003-07-18","El Pais","Print","Israel autoriza la vuelta de los palestinos de Belen que fueron expulsados"
1352,"Spain","2001-05-16","El Pais","Print","LOS ABOGADOS PROTESTAN TRAS SER ACUSADOS POR ONG DE NO REBAJAR TASAS A
INMIGRANTES"
1353,"UK","2015-06-24","The Guardian","Print","Migration: tell us your stories and help us put the spotlight back on people;
Have you migrated from a developing country? Do you live in a community where
migrants are being hosted? Tell us about your experiences and help us put people
rather than politics at the centre of the migration story"
1354,"Germany","2003-06-16","taz","Print","grüne und eu;
Flüchtlingsrichtlinie"
1355,"Germany","2001-05-26","taz","Print","In Afghanistan überrascht mich nichts;
Die Grünenvorsitzende Claudia Roth fordert politischen Druck auf die Helfer und
Asyl für Verfolgte der Taliban"
1356,"Germany","2005-09-07","taz","Print","Illegale in NRW"
1357,"Spain","2007-12-26","ABC","Print","Frontex: Europa se involucra en la búsqueda de soluciones a la inmigración"
1358,"UK","2012-01-24","Daily Mirror","Print","CHURCH OUTRAGE AT NOONAN OVER EMIGRATION QUIP;
BISHOP: LEAVING IS NOT A CHOICE"
1359,"Germany","2016-08-09","Spiegel Online","Online","Fast eine Million Stellen in Deutschland sind unbesetzt"
1360,"Germany","2008-02-18","Frankfurter Rundschau","Print","Vertrauen gegen Vertrauen    ;
Hofheim Annette Schnabel führt die Feriensprachakademie / Suche nach etwas
Gescheitem"
1361,"Germany","2017-09-05","Frankfurter Rundschau","Print","Höflich, knallhart, erfolgreich"
1362,"Spain","2007-02-01","El Pais","Print","REFERÉNDUM Faltan 18 días;
Artículo 62"
1363,"UK","2015-11-30","The Guardian","Print","James Horwill: 'If Eddie Jones is upset you know about it';
James Horwill, the former Australia captain who turns out for Harlequins at
Exeter on Saturday, recalls his days playing under England's new coach"
1364,"UK","2011-11-06","telegraph.co.uk","Online","America Ferrera heads to Chicago;
America Ferrera found fame playing the frumpy Ugly Betty, but she's all glammed
up to star in Chicago."
1365,"UK","2016-01-14","telegraph.co.uk","Online","Briton faces up to five years in jail for trying to smuggle Afghan child into
UK;
Former soldier Rob Lawrie is due before a French court today after tryng to
smuggle a four year old Afghan girl into the UK at her father's request"
1366,"Spain","2006-09-06","El Mundo","Print","EL DRAMA DE LA INMIGRACION / El debate politico.
Zapatero, Prodi y Chirac presentaran una iniciativa comun ante la UE para frenar
la inmigracion ilegal."
1367,"Germany","2017-01-12","Welt Online","Online","Abgelehnte Asylbewerber;
2016 gab es kaum Abschiebungen nach Nordafrika"
1368,"Germany","2016-08-08","Welt Online","Online","Nach Brexit-Votum;
Briten googeln Auswandern - Steigerung um 300 Prozent"
1369,"Spain","2017-07-23","El Pais","Print","Todos los refugiados sirios abandonan el parque junto a la M-30"
1370,"Spain","2004-07-29","El Mundo","Print","CARRERA HACIA LA CASA BLANCA / LAS PROMESAS.
La noche de 'SuperTeresa'.
La mujer de Kerry defiende a las mujeres, los inmigrantes y el medio ambiente."
1371,"Germany","2016-02-05","Spiegel Online","Online","So sollen 10.000 junge Flüchtlinge eine Ausbildung bekommen;"
1372,"Germany","2015-07-30","Welt Online","Online","Asylbewerberheim;
Jugendlicher nach Anschlagsdrohung festgenommen"
1373,"Spain","2012-11-08","El Pais","Print","La movilización creciente de los hispanos cambia el mapa de EE UU"
1374,"Spain","2016-05-09","El Pais","Print","El motor franco-alemán no logra inyectar energía a la UE"
1375,"Spain","2001-12-31","El Pais","Print","EL INCENDIO DE UN PISO DE INMIGRANTES ECUATORIANOS EN CALLOSA D'EN SARRIA SE
COBRA LA VIDA DE UN JOVEN"
1376,"UK","2000-04-08","The Guardian","Print","Europe's nomads but not by choice"
1377,"UK","2010-02-23","The Daily Telegraph","Print","Luring foreigners to build a 'Silicon Valley'"
1378,"Spain","2001-04-23","El Pais","Print","GASTRONOMIA CONTRA LA LEY DE EXTRANJERIA."
1379,"UK","2001-04-12","The Daily Telegraph","Print","Palestinian homes are bulldozed in night raid"
1380,"Germany","2014-02-24","Frankfurter Rundschau","Print","Entscheidungen in Volkes Hand"
1381,"Spain","2009-03-17","El Pais","Print","Inmigración y utilitarismo"
1382,"UK","2009-07-01","The Daily Telegraph","Print","Migrants take seven in 10 of Labour's new jobs"
1383,"UK","2016-10-14","mirror.co.uk","Online","Whitehall employs THOUSANDS of foreign workers - despite calls for firms to use
Brit staff;
Amber Rudd triggered claims of racism when plans to name and shame firms over
how many overseas workers were revealed"
1384,"UK","2016-12-17","Daily Mirror","Print","Labour 'in need of working class voice like Prescott's' MESSAGE Carwyn Jones;
EXCLUSIVE"
1385,"Germany","2007-09-07","taz","Print","Zornige junge Männer;
Über den hausgemachten islamistischen Terror und den Dschihad, den
Internationalismus des 21. Jahrhunderts"
1386,"Germany","2013-11-26","Welt Online","Online","Flüchtlingspolitik;
Farbanschläge auf Häuser von drei SPD-Politikern"
1387,"Spain","2005-02-07","El Mundo","Print","REFERENDUM 20F / EN CONTRA / DIEGO LORENTE / SOS Racismo.
Quien crea en la igualdad de derechos no puede decir 'si'."
1388,"Germany","2012-05-22","Frankfurter Rundschau","Print","Hessen sucht junge Fachkräfte;
Land will ausländische Arbeitslose anwerben"
1389,"Spain","2004-01-18","El Pais","Print","'Primitivos' e inmigrantes"
1390,"Spain","2000-07-28","El Pais","Print","REGRESO A 1985"
1391,"Germany","2013-03-26","Spiegel Online","Online","Ich bin Millionär, mach den Fernseher an"
1392,"Germany","2002-02-12","Die Welt","Print","Eurotunnel verzeichnet Umsatzrückgang;
Hohe Sicherheitskosten durch Flüchtlinge"
1393,"UK","2001-11-17","Daily Mirror","Print","ASYLUM CHEATS CON US OUT OF POUNDS 115M A YEAR;
 80PC ON FIDDLE"
1394,"Spain","2017-05-24","El Pais","Print","Trump ataca los programas sociales y propone recortar 3,2 billones en 10 años"
1395,"UK","2014-08-09","Daily Mirror","Print","BLASTED BY OBOMBA;
MELTDOWN IN MIDDLE EAST: SAS IN WAR ON JIHADIS US jets pound militants as
humanitarian crisis escalates Brit special forces sent in to help rescue
refugees"
1396,"UK","2017-09-07","The Guardian","Print","Second Innings: cricket for Afghan refugees in London;
The latest Guardian documentary takes us to a very special cricket club for
young Afghan refugee boys in London"
1397,"UK","2004-01-31","Daily Mirror","Print","MEDICAL TEST FOR REFUGEES"
1398,"Spain","2011-03-03","ABC","Print","Contrato de integración Rajoy exige «orden y control» en la inmigración"
1399,"UK","2012-06-12","The Daily Telegraph","Print","No benefits for elderly relations of immigrants"
1400,"Germany","2004-12-02","Frankfurter Rundschau","Print","Mehr Hilfe für Flüchtlinge   ;
Verein hat neue Aufgaben"
1401,"Germany","2015-09-24","Welt Online","Online","Hamburg;
Widerstand gegen geplante Immobilien-Beschlagnahmung"
1402,"UK","2017-04-04","telegraph.co.uk","Online","Six more charged in connection with Croydon asylum seeker attack"
1403,"Spain","2007-06-25","ABC","Print","Política migratoria de la Junta"
1404,"Spain","2009-03-10","ABC","Print","El Govern refuerza la inmersión hasta el final de Primaria para «catalanizar» a
los inmigrantes El plan de formación del profesorado para enseñar el catalán a
los recién llegados se extiende hasta sexto curso"
1405,"Spain","2008-02-23","El Pais","Print","Desautorizado el dato sobre irregulares de Cruz Roja"
1406,"UK","2016-07-20","telegraph.co.uk","Online","German train axe attacker wrote letter saying Muslims around world 'must defend
themselves'"
1407,"Spain","2007-01-18","El Pais","Print","Moustaki narra su alergia a las fronteras"
1408,"UK","2002-07-24","Daily Mirror","Print","GARDAI SWOOP ON 101 ILLEGALS;
 IMMIGRANTS HELD AFTER SERIES OF DAWN RAIDS"
1409,"Germany","2016-01-14","Welt Online","Online","Flüchtlingsbus;
Am Ende wollen die Flüchtlinge nicht mal in Berlin bleiben"
1410,"Spain","2003-10-04","El Pais","Print","CC OO estima que hay unos 70.000 inmigrantes irregulares en la comunidad"
1411,"Spain","2001-10-15","El Pais","Print","UNO DE CADA DOS ESCOLARES INMIGRANTES TIENE PROBLEMAS DE APRENDIZAJE"
1412,"UK","2007-01-23","Daily Mirror","Print","FOOTBALL: FOREIGN LEGION TO AID AIDY;
WATFORD V BLACKBURN, TONIGHT, 7.45PM"
1413,"Germany","2017-03-30","taz","Print","Helfen als Job;
Flüchtlinge zu  Bufdis"
1414,"Spain","2003-05-25","El Pais","Print","Pensiones, emigracion y campana electoral"
1415,"Germany","2002-02-26","taz","Print","Kritik an Abschiebe-Ärzten"
1416,"Germany","2015-09-08","taz","Print","Vom Überleben in der Grauzone;
Niederlande Aktivisten unterstützen seit drei Jahren eine Gruppe abgelehnter
Asylbewerber"
1417,"Germany","2017-03-09","Welt Online","Online","Technischer Defekt löste Feuer in Asylunterkunft aus"
1418,"Germany","2017-06-21","Welt Online","Online","Verwaltungsgerichte;
Kritik an Zusammenarbeit mit dem BAMF"
1419,"UK","2016-10-14","Daily Mirror","Print","UK frets about immigration most"
1420,"UK","2016-10-06","Daily Mirror","Print","It's absolute carnage... I had to do something;
Care worker's refugees plea is inspired by brutal experiences in war-torn Syria"
1421,"Spain","2009-11-11","ABC","Print","El PP acusa a la Junta de «discriminar» a Málaga con las ayudas a la inmigración
Los populares señalan que únicamente se destinan 3,8 euros por cada inmigrante a
pesar de ser la provincia que más tiene"
1422,"Germany","2017-02-22","ZEIT Online","Online","UN kritisieren Zustände in libyschen Flüchtlingscamps;
Der UN-Koordinator für Libyen hält ein Flüchtlingsabkommen mit dem Land für
undenkbar. Die Zustände in den Lagern seien menschenunwürdig."
1423,"UK","2013-03-25","Daily Mirror","Print","Picking on migrants;
VOICE OF THE voice@mirror.co.uk"
1424,"Germany","2004-10-04","Frankfurter Rundschau","Print","Anhänger feiern Hohmann    ;
Klage über Asylmissbrauch und Geburtenrate bei 3.Oktober-Rede des umstrittenen
Ex-CDU-Mannes"
1425,"Germany","2006-04-20","Die Welt","Print","In Deutschland leben eine Million Illegale;
Migrationsbericht: Zahl unerlaubter Einreisen geht zurück - Schwarzarbeit nimmt
zu - Schleuser offenbar weniger erfolgreich"
1426,"Spain","2009-09-25","ABC","Print","Así fue el naufragio de Perejil"
1427,"Spain","2016-05-26","ABC","Print","Llegan a Madrid 22 refugiados eritreos reubicados desde Italia"
1428,"Germany","2016-08-21","Welt Online","Online","Thüringer Ministerpräsident;
Ramelow will 200.000 illegal Zugewanderte integrieren"
1429,"UK","2017-04-07","The Guardian","Print","Brexitland: The truth from well-to-do Fareham: this was no working-class
uprising;
As he continues his journey around leave-voting areas, Owen Jones finds
middle-class Brexiters variously motivated, but happy with the choice they made
· Brexitland: People can't find homes. No wonder they were angry· Brexitland:
'Too many foreigners - way, way too many'"
1430,"UK","2017-09-30","telegraph.co.uk","Online","Racists nearly killed Ukip this week, but we live to fight our most important
battle"
1431,"Spain","2011-03-26","El Pais","Print","Educación defiende apoyar a los colegios para que acojan inmigrantes"
1432,"Germany","2016-04-09","taz","Print","Kahlschlag bleibt aus;
Intervention Nachdem Anwohner in Blankenese den Bau einer Flüchtlingsunterkunft
blockierten, statten Linke den störrischen Steppjackenträgern einen Besuch ab
mit Sägen im Gepäck"
1433,"Germany","2009-11-18","Frankfurter Rundschau","Print","Kein Rederecht für die Antifa;
Kreis Offenbach Gruppe sucht beim Ausländerbeirat Unterstützung gegen die AG
Wohlfahrt"
1434,"Germany","2011-05-04","ZEIT Online","Online","Bilkay Öney, eine deutsche Karriere;
Eine Ex-Grüne macht Karriere bei der SPD: Bilkay Öney, Deutschlands zweite
Integrationsministerin mit ausländischen Wurzeln, regiert bald in Stuttgart. Von
T. Steffen"
1435,"Spain","2012-09-20","El Pais","Print","Un muerto y dos desaparecidos al volcar una patera en Alicante"
1436,"Spain","2008-06-09","ABC","Print","«Las leyes de inmigración reflejan la historia de un aprendizaje»"
1437,"Spain","2013-03-06","ABC","Print","Frenan la expulsión de un africano buscado en Camerún por gay;
Una juez suspende la deportación a un país donde ser homosexual se pena con
cárcel"
1438,"Spain","2008-03-18","El Mundo","Print","Un musulmán sin nombre en un cementerio católico"
1439,"Germany","2017-11-07","Spiegel Online","Online","Sea Watch und libysche Küstenwache werfen sich chaotische Rettung vor"
1440,"Spain","2000-12-31","El Pais","Print","UNA RESPUESTA A UN NUEVO MERCADO"
1441,"Germany","2016-04-15","ZEIT Online","Online","Milliardenhilfen zur Aufnahme von Syrien-Flüchtlingen;
Acht Länder und die EU haben ein Hilfspaket zur Aufnahme syrischer Flüchtlinge
im Libanon und in Jordanien zugesagt. Dort sind 15 Millionen Menschen auf der
Flucht."
1442,"Spain","2007-12-11","El Pais","Print","INMIGRACIÓN Detenido un polizón después de fugarse del barco en Bilbao"
1443,"Spain","2007-09-09","ABC","Print","El fracaso del Gobierno en el Magreb"
1444,"Spain","2016-10-25","ABC","Print","Dos mil refugiados se niegan a marcharse de «La Jungla»;
Algunos pueblos y ciudades de Francia rechazan realojar a los inmigrantes de
Calais"
1445,"Germany","2011-03-24","Frankfurter Rundschau","Print","Kraft sagt Flüchtlingen Hilfe zu;
Hochtaunuskreis will aber Asylbewerberheim in Oberursel vorerst nicht schließen"
1446,"Germany","2015-09-30","Welt Online","Online","Thomas de Maizière;
Flüchtlinge ohne Asylchance schon an Grenzen abweisen"
1447,"Spain","2008-05-18","ABC","Print","Fernández pide actuar contra los campamentos ilegales El dirigente popular exige
al Ayuntamiento una actuación «contundente» contra los asentamientos de
inmigrantes irregulares"
1448,"UK","2016-06-09","telegraph.co.uk","Online","Mapped: Where are people most at risk of genocide and mass killings?"
1449,"Germany","2015-12-11","Spiegel Online","Online","Steve Jobs, Sohn eines Migranten;"
1450,"Spain","2006-12-28","El Pais","Print","El Gobierno autoriza la contratación en origen de otros 180.000 inmigrantes"
1451,"Spain","2004-06-18","El Pais","Print","Mas cooperacion judicial, policial, antiterrorista y en inmigracion"
1452,"Spain","2008-08-09","El Pais","Print","Detenidas 11.000 personas por traficar con inmigrantes entre enero y julio"
1453,"UK","2013-04-08","telegraph.co.uk","Online","Theresa May could make Britain a safe haven for foreign criminals;
By opting out of European crime fighting measures Home Secretary Theresa May
could make Britain a safe haven for foreign criminals, senior police officers
have warned."
