"id","country","publication_date","source","source_type","headline","headline_mt","m_fr_eco","m_fr_lab","m_fr_wel","m_fr_sec"
3233,"Spain","2001-02-16","El Pais","Print","LOS OBISPOS REITERAN LOS REPROCHES POR EL TRATO A LOS INMIGRANTES","THE BISHOPS REITER THE REPROCHES FOR THE TREATMENT TO THE IMMIGRANTS",0,1,1,0
3234,"Hungary","2015-07-09","Magyar Idök","Print","A polgármesterekkel egyeztetnek a bevándorlásról - HST","Consult the mayors of immigration - HST",0,0,0,1
3235,"Romania","2016-02-16","Ziarul Financiar","Print","Grecia anunţă că patru dintre cele cinci centre sunt pregătire să primească migranţi","Greece announces that four of the five centers are preparing to receive migrants",0,0,0,0
3236,"Spain","2016-02-20","ABC","Print","Turquía falta a la cita de Bruselas y siembra inquietud entre los receptores de
refugiados;
Donald Tusk ruega a los gobiernos de la UE que no tomen «medidas unilaterales»","Turkey is missing the Brussels meeting and sows concern among the recipients of
refugees;
Donald Tusk calls on EU governments not to take unilateral measures",0,0,0,0
3237,"Hungary","2016-05-25","Magyar Hirlap","Print","Kiürítik a migránsok görög Mekkáját, az idomeni tábort","Emptied of migrants in Greece Mekkáját the camp Idomeni",0,1,0,0
3238,"Romania","2017-07-05","Evenimentul Zilei","Print","Iohannis reconfirmă că vom primi imigranți conform cotelor UE","Johannis reconfirms that we receive immigrants as EU allowances",0,0,0,1
3239,"Germany","2017-01-09","Welt Online","Online","IHK-Präsident;
Fortschritte bei der Flüchtlings-Integration","IHK President;
Progress in refugee integration",0,1,1,1
3240,"Spain","2015-09-03","ABC","Print","«La respuesta debería ser planificada y supranacional»","«The answer should be planned and supranational»",0,0,1,0
3241,"Germany","2015-09-30","Welt Online","Online","Thomas de Maizière;
Flüchtlinge ohne Asylchance schon an Grenzen abweisen","Thomas de Maizière;
Refuse refugees without asylum chance on borders",0,0,0,0
3242,"Romania","2011-06-20","Romania Libera","Print","Parlamentul României, albastru de Ziua Mondială a Refugiatului","Romanian Parliament, blue on World Refugee",0,1,0,0
3243,"Romania","2014-02-26","Romania Libera","Print","Nouă sirieni, găsiţi de poliţie în locuinţele unor traficanţi de migranţi din Bucureşti şi Ilfov","New Syrian police find the homes of smuggling migrants in Bucharest and Ilfov",0,0,0,1
3244,"Germany","2015-09-24","Spiegel Online","Online","Sie hatten keine Ahnung;","They had no idea ;",0,1,1,1
3245,"Germany","2010-10-11","Frankfurter Rundschau","Print","Empörung über SeehoferKeine zusätzliche Zuwanderung aus anderen Kultur-
kreisen, so das Votum des CSU-Chefs. Mit Unverständnis reagiert selbst die CDU
auf diese Forderung. Eine Entschuldigung verlangt die türkische Gemeinde.;","Outrage over SeehoferNo additional immigration from other cultural
circling, so the vote of the CSU chief. With incomprehension even the CDU reacts
to this requirement. An apology demands the Turkish community .;",0,0,0,0
3246,"Spain","2006-05-04","El Mundo","Print","Rivas, capital del otro mundo posible.
La localidad madrilena acogera en junio a miles de activistas en el II Foro
Social Mundial de las Migraciones, que pedira derechos como el de la ciudadania
universal.","Rivas, capital of the other possible world.
The town of Madrid will host thousands of activists in the 2nd Forum in June
Social World of Migration, which will ask for rights such as citizenship
universal.",0,0,1,0
3247,"Hungary","2017-09-07","Magyar Hirlap","Print","Migránsok holttesteire bukkantak a kelet-líbiai sivatagban","Migrants dead carcases were found in the eastern Libyan desert",0,1,0,1
3248,"Poland","2011-05-19","Gazeta Wyborcza","Print","Hit: 'Mickiewicz. Dziady. Performance'/kit: 'Generał'","Hit: 'Mickiewicz. Grandfather. Performance '/ kit:' General '",0,0,0,0
3249,"UK","2017-02-23","telegraph.co.uk","Online","Analysis: Five key charts as net migration from the EU overtakes that from the
rest of the world","Analysis: Five key charts as net migration from the EU overtakes that from the
rest of the world",0,1,1,0
3250,"Sweden","2005-04-23","Dagens Nyheter","Print","Saul Bellow","Saul Bellow",0,0,0,0
3251,"Poland","2005-10-26","Rzeczpospolita","Print","Anglia obwiniona o złe traktowanie","England charged with mistreatment",0,1,1,0
3252,"Spain","2011-04-06","El Mundo","Print","Jolie tiende su mano a los refugiados del conflicto libio","Jolie reaches out to refugees from the Libyan conflict",0,0,0,0
3253,"Romania","2016-11-07","Ziarul Financiar","Print","Jean Claude-Juncker ironizează pretenţiile extracomunitarilor de a se stabili în Germania","Jean Claude-Juncker extra ironically claims to settle in Germany",0,0,0,0
3254,"Germany","2015-10-01","taz","Print","Thematisch auf der Höhe;
ANSPRUCH Im Programm des 30. Unabhängigen Filmfests Osnabrück bilden Filme zu
Flucht und Grenze einen Schwerpunkt","Thematically at the height;
CLAIM In the program of the 30th Independent Film Festival Osnabrück, films are made
Escape and border a focal point",0,0,0,1
3255,"Poland","2006-06-01","Gazeta Wyborcza","Print","Imigranci oblegają Wyspy Kanaryjskie, Unia pomoże Hiszpanii","Immigrants besiege the Canary Islands, the Union will help Spain",0,0,0,1
3256,"Romania","2014-06-05","Romania Libera","Print","El Mundo: Ca să ajungă președintele CE, Juncker ar fi acceptat limitarea drepturilor lucrătorilor în UE","El Mundo: To get EC President Juncker had accepted limit employees' rights in the EU",0,1,1,0
3257,"Hungary","2017-02-01","Nepszava","Print","Kényes kancellári vizit Ankarában","Delicate Chancellor's visit in Ankara",0,0,0,0
3258,"UK","2011-03-01","The Guardian","Print","Comment: Mean spirits, large hearts: It is economic, not racial, difference that
fosters anti-immigrant feeling. We can all get along","Comment: Mean spirits, large hearts: It is economic, not racial, difference that
fosters anti-immigrant feeling. We can all get along",1,1,0,0
3259,"Romania","2016-02-03","Ziarul Financiar","Print","Guvernul lui Merkel propune noi măsuri pentru a înăspri legile privind refugiaţii","Merkel's government proposes new measures to tighten laws on refugees",0,0,0,1
3260,"Poland","2015-09-09","Gazeta Wyborcza","Print","Prezydium Episkopatu o uchodźcach. Kościół może pomoże","The Presidency of the Episcopate on Refugees. The church can help",0,0,0,0
3261,"UK","2015-09-11","mirror.co.uk","Online","Enquiry launched after cops hurl food at hungry refugees - but officials are
already making excuses;
The shocking footage taken at a cramped holding camp on the border of Hungary
and Austria showed police in hygeine masks throwing food at the desperate crowd","Enquiry launched after cops hurl food at hungry refugees - but officials are
already making excuses;
The shocking footage taken at a cramped holding camp on the border of Hungary
and Austria showed police in hygeine masks throwing food at the desperate crowd",1,0,0,1
3262,"Poland","2008-10-08","Gazeta Wyborcza","Print","Imigranci z nowych krajów UE odwracają się od Irlandii","Immigrants from new EU countries are turning away from Ireland",0,1,0,0
3263,"Sweden","2015-12-12","Dagens Industri","Print","Sparbank blir språkbank","Sparbank becomes a language bank",0,0,0,0
3264,"Poland","2007-02-13","Gazeta Wyborcza","Print","Biegły zeznawał w procesie o pobicie Marokańczyka","The expert testified in the trial of beating the Moroccan",0,0,0,0
3265,"Sweden","2014-10-01","Svenska Dagbladet","Print","Alliansen öppnar för samtal","The Alliance opens for conversation",0,1,0,0
3266,"Sweden","2016-10-11","Dagens Nyheter","Print","Staden ska satsa på utsatta barn","The city will focus on vulnerable children",1,0,0,0
3267,"Sweden","2017-12-23","Svenska Dagbladet","Print","Fridolin tar avstånd från Anderssons asyluttalande","Fridolin dismisses Andersson's asylum statement",0,1,0,0
3268,"Spain","2005-03-29","El Pais","Print","La regularizacion de inmigrantes por parentesco pasa de siete a 104.000 en cinco
anos","The regularization of immigrants by kinship goes from seven to 104,000 in five
years",0,0,0,0
3269,"Germany","2007-04-25","Spiegel Online","Online","Putin-Kritikerin bittet um Asyl in Großbritannien","Putin critic asks for asylum in the UK",0,1,0,0
3270,"Hungary","2016-04-09","Magyar Hirlap","Print","„Elutasítjuk a betelepítési javaslatot","We reject the proposal for resettlement",0,0,0,1
3271,"Hungary","2012-03-30","Nepszabadsag","Print","Jön a „kihelyezett” háború? - Szíria - Történelmi konferencia Bagdadban, sok hiányzóval","the outsourced the war is coming? - Syria - Historical conference in Baghdad, many missing",0,0,0,0
3272,"Sweden","2012-09-11","Expressen","Print","Margot fulländar sin egen mytbild","Margot completes her own myth image",0,1,0,0
3273,"Spain","2005-05-26","El Pais","Print","Camps y Matas exigen al Gobierno que atienda la inmigracion y el coste de la
Sanidad","Camps and Matas demand that the Government take care of the immigration and the cost of the
Health",1,0,1,0
3274,"Germany","2002-03-05","taz","Print","Zuwanderung im Spiegelbild;
schnittplatz","Immigration in the mirror image;
cut space",0,0,0,1
3275,"UK","2017-11-02","telegraph.co.uk","Online","Racist 'Make Edison Great Again' flyers target cricket in New Jersey","Racist 'Make Edison Great Again' flyers target cricket in New Jersey",0,0,0,1
3276,"UK","2017-10-23","The Guardian","Print","UK plan to register EU citizens would be illegal, say MEPs;
Britain will have to register 'everyone or no one' in Brexit transition, says
cross-party group after Amber Rudd outlines plans","UK plan to register EU citizens would be illegal, say MEPs;
Britain will have to register 'everyone or no one' in Brexit transition, says
cross-party group after Amber Rudd outlines plans",1,0,0,0
3277,"Poland","2016-09-27","Gazeta Wyborcza","Print","Państwo na telefon","You on the phone",0,0,0,0
3278,"UK","2016-02-12","telegraph.co.uk","Online","Greece handed three-month ultimatum to control migrant influx;
Brussels ministers increase pressure on the country by ordering it to remedy
deficiencies in its border controls","Greece handed three-month ultimatum to control migrant influx;
Brussels ministers increase pressure on the country by ordering it to remedy
deficiencies in its border controls",1,0,1,1
3279,"Romania","2013-06-18","Ziarul Financiar","Print","VIDEO ZF LIVE. Pe 4 iulie vom afla câţi emigranţi avem. Urmăriţi înregistrarea emisiunii de marţi, 18 iunie cu preşedintele INS, Tudorel Andrei","LIVE VIDEO ZF. On July 4 we learn how immigrants have. Watch the show from Tuesday, June 18th with INS president, Tudorel Andrei",0,0,0,0
3280,"Spain","2016-06-26","El Mundo","Print","MANDAR DINERO, TAN FÁCIL COMO ENVIAR UN EMAIL CON LA TECNOLOGÍA DEL BITCOIN","SEND MONEY, AS EASY AS SENDING AN EMAIL WITH THE BITCOIN TECHNOLOGY",1,0,0,0
3281,"Spain","2003-05-18","El Mundo","Print","LA VENTANA / UN CAMION FLETADO POR LA MUERTE.","THE WINDOW / A TRUCK CLOSED BY DEATH.",0,0,0,0
3282,"UK","2002-05-25","The Daily Telegraph","Print","Changing faces Patrick Gale warms to a novel of Jewish life in Liverpool","Changing faces Patrick Gale warms to a novel of Jewish life in Liverpool",0,0,0,0
3283,"Spain","2007-12-28","El Pais","Print","La justicia reconoce el derecho a la huelga de los 'sin papeles'","Justice recognizes the right to strike of the 'undocumented'",0,1,0,0
3284,"Spain","2005-05-15","El Mundo","Print","LA TRONERA.
Los otros son nosotros.","THE TRONERA.
The others are us.",0,0,0,0
3285,"Sweden","2004-08-15","Expressen","Print","Polis stoppade flyktingar","Police stopped refugees",0,0,0,1
3286,"UK","2007-12-05","The Daily Telegraph","Print","New points scheme for migrants to fast track high-fliers","New points scheme for migrants to fast track high-fliers",0,1,0,1
3287,"Romania","2013-11-27","Ziarul Financiar","Print","Top trei subiecte în Financial Times de astăzi","Top three issues in today's Financial Times",0,0,1,0
3288,"Poland","2017-05-22","Gazeta Wyborcza","Print","Na sondaż za śliski, na Tuska zjawisko. Uchodźca dobry na wszystko","To the polls for the slippery, on Tusk phenomenon. Refugee good for everything",0,0,0,0
3289,"Poland","2016-01-20","Rzeczpospolita","Print","Emigracja pożera uczniów","Emigration devours students",0,1,1,0
3290,"Sweden","2000-09-14","Svenska Dagbladet","Print","Skärpta visumkrav vid Schengeninträde","Strengthened visa requirements at Schengen entry",0,0,0,1
3291,"UK","2001-04-05","The Daily Telegraph","Print","Daley decides it's time to escape from the Maze The high priestess of Radio 4's
weekly inquisition tells Matt Born why she has decided to move on","Daley decides it's time to escape from the Maze The high priestess of Radio 4's
weekly inquisition tells Matt Born why she has decided to move on",0,1,0,0
3292,"Hungary","2015-09-17","Nepszabadsag","Print","Hatvanezer akna vár hatástalanításra","Sixty thousand waiting for disarming mines",0,1,1,1
3293,"Germany","2017-09-04","Frankfurter Rundschau","Print","Unterstützung beim Einleben","Support for settling in",0,0,0,0
3294,"Poland","2007-07-06","Gazeta Wyborcza","Print","Apteki dla emigrantów","Pharmacies for expatriates",0,1,0,0
3295,"Hungary","2016-05-31","Magyar Hirlap","Print","BM: Jelentősen nőtt a migrációs nyomás a déli határszakaszon","BM: the greatly increased migratory pressures on the southern border",0,0,0,1
3296,"Poland","2017-12-14","Gazeta Wyborcza","Print","Tusk porozmawiał z Morawieckim w Brukseli. Dajmy mu się rozgrzać, bo to nie
jest łatwe miejsce","Tusk talked to Morawiecki in Brussels. Let's let him warm up because it's not
there is an easy place",0,0,0,0
3297,"UK","2013-02-18","The Daily Telegraph","Print","Migrants must wait a year for benefits, Duncan Smith says","Migrants must wait a year for benefits, Duncan Smith says",1,1,1,0
3298,"Hungary","2012-10-13","Nepszabadsag","Print","A külképviseletek már kampányolnak 2014-re? - Előzetes regisztráció – Sok százezer külhoni magyarról tud a kormány","The delegations have been campaigning for 2014? - Pre-registration - Hundreds of thousands of Hungarian to foreign governments can",0,0,0,0
3299,"Germany","2016-04-15","ZEIT Online","Online","Milliardenhilfen zur Aufnahme von Syrien-Flüchtlingen;
Acht Länder und die EU haben ein Hilfspaket zur Aufnahme syrischer Flüchtlinge
im Libanon und in Jordanien zugesagt. Dort sind 15 Millionen Menschen auf der
Flucht.","Billions in aid for hosting Syria refugees;
Eight countries and the EU have an aid package for receiving Syrian refugees
in Lebanon and Jordan. There are 15 million people on the
Flight.",1,0,0,0
3300,"Romania","2014-10-20","Romania Libera","Print","Migranții din Orient cer azil politic în România","Migrants from East require asylum policy in Romania",0,0,1,1
3301,"Germany","2015-09-25","Frankfurter Rundschau","Print","Notquartier in Halle voll belegt","Emergency quarters in Halle fully occupied",0,0,1,0
3302,"Hungary","2017-12-01","Magyar Idök","Print","Tízmilliókkal nőhet a muszlimok száma","The number could rise with tens of millions of Muslims",0,0,0,0
